drug name	moa
ritonavir	HIV protease inhibitor
rivanicline	acetylcholine receptor agonist
rivaroxaban	coagulation factor inhibitor
rivastigmine	acetylcholinesterase inhibitor
rizatriptan	serotonin receptor agonist
rki-1447	rho associated kinase inhibitor
rmc-4550	SHIP2 phosphatase inhibitor
rn-1	histone demethylase inhibitor
rn-1734	TRPV antagonist
rn-1747	TRPV agonist
ro-04-5595	glutamate receptor antagonist
ro-08-2750	NGF binding inhibitor
ro-10-5824	dopamine receptor agonist
ro-106-9920	NFkB pathway inhibitor
ro-1138452	prostanoid receptor antagonist
ro-15-4513	GABA benzodiazepine site receptor inverse agonist
ro-19-4605	GABA benzodiazepine site receptor inverse agonist
ro-20-1724	phosphodiesterase inhibitor
ro-25-6981	glutamate receptor antagonist
ro-25-6981	monamine transporter modulator
ro-28-1675	glucokinase activator
ro-3	purinergic receptor antagonist
ro-3306	CDK inhibitor
ro-48-6791	GABA receptor modulator
ro-48-8071	oxidosqualene cyclase inhibitor
ro-4987655	MEK inhibitor
ro-5028442	vasopressin receptor antagonist
ro-5126766	MEK inhibitor
ro-5126766	RAF inhibitor
ro-5263397	trace amine associated receptor agonist
ro-60-0175	serotonin receptor agonist
ro-61-8048	kynurenine 3-monooxygenase inhibitor
ro-67-7476	glutamate receptor positive allosteric modulator
ro-90-7501	beta amyloid protein neurotoxicity inhibitor
ro-9187	HCV inhibitor
robalzotan	serotonin receptor antagonist
roblitinib	FGFR inhibitor
rociletinib	EGFR inhibitor
rocuronium	acetylcholine receptor antagonist
rofecoxib	cyclooxygenase inhibitor
roflumilast	phosphodiesterase inhibitor
rogaratinib	FGFR inhibitor
rolapitant	neurokinin receptor antagonist
rolipram	phosphodiesterase inhibitor
rolitetracycline	bacterial 30S ribosomal subunit inhibitor
romidepsin	HDAC inhibitor
ronidazole	antiprotozoal agent
ropinirole	dopamine receptor agonist
ropivacaine	sodium channel blocker
roquinimex	angiogenesis inhibitor
roquinimex	tumor necrosis factor production inhibitor
rosamicin	protein synthesis inhibitor
roscovitine	CDK inhibitor
rose-bengal	contrast agent
rose-bengal	immunostimulant
rose-bengal-lactone	coloring agent
rosiglitazone	insulin sensitizer
rosiglitazone	PPAR receptor agonist
rosiptor	SHIP1 phosphatase activator
rosmarinic-acid	GABA transaminase inhibitor
rosoxacin	topoisomerase inhibitor
rostafuroxine	ATPase inhibitor
rosuvastatin	HMGCR inhibitor
rotigotine	dopamine receptor agonist
rotundine	serotonin receptor agonist
rovazolac	LXR agonist
roxarsone	antiprotozoal agent
roxatidine-acetate	histamine receptor antagonist
roxithromycin	bacterial 50S ribosomal subunit inhibitor
rp-001	sphingosine 1-phosphate receptor agonist
rq-00203078	transient receptor potential channel antagonist
rrx-001	glucose 6-phosphate dehydrogenase inhibitor
rs-0481	immunostimulant
rs-100329	adrenergic receptor antagonist
rs-102221	serotonin receptor antagonist
rs-102895	CCR antagonist
rs-127445	serotonin receptor antagonist
rs-16566	serotonin receptor antagonist
rs-17053	adrenergic receptor antagonist
rs-23597-190	serotonin receptor antagonist
rs-39604	serotonin receptor antagonist
rs-45041-190	imidazoline receptor agonist
rs-504393	CC chemokine receptor antagonist
rs-56812	serotonin receptor partial agonist
rs-67333	serotonin receptor partial agonist
rs-67506	serotonin receptor partial agonist
rs-79948	adrenergic receptor antagonist
rsv604	RSV replication inhibitor
rta-408	nitric oxide production inhibitor
ru-24969	serotonin receptor agonist
ru-28318	cytochrome P450 inhibitor
ru-42173	adrenergic receptor agonist
ru-58841	androgen receptor antagonist
rubitecan	topoisomerase inhibitor
ruboxistaurin	PKC inhibitor
rucaparib	PARP inhibitor
rucinol	tyrosinase inhibitor
rufinamide	voltage-gated sodium channel blocker
rufloxacin	bacterial DNA gyrase inhibitor
rupatadine	histamine receptor antagonist
rupatadine	platelet activating factor receptor antagonist
ru-ski-43	hedgehog pathway inhibitor
rutaecarpine	cyclooxygenase inhibitor
rutin	antioxidant
rutin	capillary stabilizing agent
rutin	nitric oxide scavenger
ruxolitinib	JAK inhibitor
ruxolitinib-(s)	JAK inhibitor
rv1729	PI3K inhibitor
rwj-21757	toll-like receptor agonist
rwj-50271	integrin inhibitor
rwj-67657	MAP kinase inhibitor
rx-3117	CDK inhibitor
rx-3117	DNA synthesis inhibitor
rx-821002	adrenergic receptor antagonist
ryuvidine	histone lysine methyltransferase inhibitor
s-07662	CAR antagonist
s-111	PARP inhibitor
s-14506	serotonin receptor agonist
s15535	serotonin receptor agonist
s-17092	prolyl endopeptidase inhibitor
s18986	glutamate receptor modulator
s1p1-agonist-iii	sphingosine kinase inhibitor
s26948	PPAR receptor agonist
s-3304	matrix metalloprotease inhibitor
s-38093	histamine receptor antagonist
s4	carbonic anhydrase inhibitor
s49076	tyrosine kinase inhibitor
s63845	MCL1 inhibitor
sa-47	FAAH inhibitor
saccharin	DNA polymerase inhibitor
saclofen	GABA receptor antagonist
sacubitril	neprilysin inhibitor
sacubitrilat	neprilysin inhibitor
safflower-yellow	anti-inflammatory agent
safinamide	dopamine reuptake inhibitor
safinamide	glutamate inhibitor
safinamide	monoamine oxidase inhibitor
safingol	PKC inhibitor
safranal	benzodiazepine receptor agonist
sag	smoothened receptor agonist
sal003	eukaryotic translation initiation factor inhibitor
salicin	anti-inflammatory agent
salicylamide	analgesic agent
salicylanilide	other antibiotic
salicylic-acid	cyclooxygenase inhibitor
salicylic-acid	prostanoid receptor antagonist
salidroside	beta amyloid protein neurotoxicity inhibitor
salirasib	mTOR inhibitor
salmeterol	adrenergic receptor agonist
salubrinal	eukaryotic translation initiation factor inhibitor
salvianolic-acid-a	matrix metalloprotease inhibitor
salvianolic-acid-b	EGFR inhibitor
salvianolic-acid-b	metalloproteinase inhibitor
salvinorin-a	opioid receptor agonist
sam-315	serotonin receptor antagonist
sameridine	opioid receptor modulator
sancycline	antitumor agent
sangivamycin	DNA inhibitor
sanguinarium-chloride	apoptosis stimulant
sant-1	smoothened receptor antagonist
sant-2	smoothened receptor antagonist
sapacitabine	DNA synthesis inhibitor
sapropterin	phenylalanine 4-hydroxylase stimulant
saquinavir	HIV protease inhibitor
sar131675	VEGFR inhibitor
sar-245409	PI3K inhibitor
sar405	PI3K inhibitor
sar405838	MDM inhibitor
sar407899	rho associated kinase inhibitor
saracatinib	SRC inhibitor
sarafloxacin	bacterial DNA gyrase inhibitor
sarcosine	glycine transporter inhibitor
sardomozide	S-adenosylmethionine decarboxylase inhibitor
saroglitazar	PPAR receptor agonist
sarpogrelate	serotonin receptor antagonist
sasapyrine	NFkB pathway inhibitor
satraplatin	DNA alkylating agent
savolitinib	c-Met inhibitor
saxagliptin	dipeptidyl peptidase inhibitor
sb-200646	serotonin receptor antagonist
sb-202190	p38 MAPK inhibitor
sb-203186	serotonin receptor antagonist
sb-203580	p38 MAPK inhibitor
sb-205384	GABA receptor modulator
sb-206553	serotonin receptor antagonist
sb-216641	serotonin receptor antagonist
sb-216763	glycogen synthase kinase inhibitor
sb-218078	CHK inhibitor
sb-218795	tachykinin antagonist
sb-221284	serotonin receptor antagonist
sb-222200	tachykinin antagonist
sb-225002	CC chemokine receptor antagonist
sb-228357	serotonin receptor antagonist
sb-2343	mTOR inhibitor
sb-2343	PI3K inhibitor
sb-239063	p38 MAPK inhibitor
sb-242235	p38 MAPK inhibitor
sb-243213	serotonin receptor inverse agonist
sb-258585	serotonin receptor antagonist
sb-268262	calcitonin antagonist
sb-269970	serotonin receptor antagonist
sb-271046	serotonin receptor antagonist
sb-297006	CC chemokine receptor antagonist
sb-328437	CCR antagonist
sb-334867	orexin receptor antagonist
sb-366791	TRPV antagonist
sb-399885	serotonin receptor antagonist
sb-408124	orexin receptor antagonist
sb-415286	glycogen synthase kinase inhibitor
sb-431542	TGF beta receptor inhibitor
sb-452533	TRPV antagonist
sb-505124	ALK tyrosine kinase receptor inhibitor
sb-525334	TGF beta receptor inhibitor
sb-590885	RAF inhibitor
sb-612111	nociceptin/orphanin FQ receptor antagonist
sb-649868	orexin receptor antagonist
sb-657510	urotensin receptor antagonist
sb-683698	integrin antagonist
sb-705498	TRPV antagonist
sb-706375	urotensin receptor antagonist
sb-742457	serotonin receptor antagonist
sb-743921	kinesin-like spindle protein inhibitor
sb-747651a	kinase inhibitor
sb-756050	G protein-coupled receptor agonist
sb-772077b	rho associated kinase inhibitor
sb-939	HDAC inhibitor
sbe-13	PLK inhibitor
sbha	HDAC inhibitor
sbi-115	G protein-coupled receptor antagonist
sc-10	protein kinase activator
sc-12267	dihydroorotate dehydrogenase inhibitor
sc-144	P glycoprotein inhibitor
sc-19220	prostanoid receptor antagonist
sc-236	cyclooxygenase inhibitor
sc-51089	prostanoid receptor antagonist
sc-560	cyclooxygenase inhibitor
sc-9	protein tyrosine kinase activator
scabertopin	anticancer agent
sch-202676	G protein-coupled receptor modulator
sch-221510	nociceptin/orphanin FQ receptor agonist
sch-23390	dopamine receptor antagonist
sch-28080	ATPase inhibitor
sch-51344	MTH1 inhibitor
sch-58261	adenosine receptor antagonist
sch-900776	CHK inhibitor
schisandrin-b	antioxidant
schisandrol-b	lipid peroxidase inhibitor
sclareolide	other antifungal
scmc-lys	mucolytic agent
scopolamine	acetylcholine receptor antagonist
scopolamine-n-oxide	acetylcholine receptor antagonist
scp-1	analgesic agent
scriptaid	HDAC inhibitor
sd-0006	p38 MAPK inhibitor
sd-169	p38 MAPK inhibitor
sd-208	TGF beta receptor inhibitor
sd-2590	matrix metalloprotease inhibitor
sdm25n	opioid receptor antagonist
sdz-205-557	serotonin receptor antagonist
sdz-21009	adrenergic receptor antagonist
sdz-21009	serotonin receptor antagonist
sdz-220-040	glutamate receptor antagonist
sdz-220-581	glutamate receptor antagonist
sdz-nkt-343	tachykinin antagonist
sdz-ser-082	serotonin receptor antagonist
sdz-wag-994	adenosine receptor agonist
secalciferol	vitamin D receptor agonist
seclazone	anti-inflammatory agent
seclidemstat	histone demethylase inhibitor
secnidazole	acetylcholinesterase inhibitor
secnidazole	microtubule inhibitor
secoisolariciresinol-diglucoside	antioxidant
securinine	GABA receptor antagonist
securinine	TP53 activator
segesterone-acetate	progesterone receptor agonist
seladelpar	PPAR receptor agonist
selamectin	nematocide
selegiline	monoamine oxidase inhibitor
seletalisib	PI3K inhibitor
selexipag	IP1 prostacyclin receptor agonist
selexipag	platelet aggregation inhibitor
selfotel	glutamate receptor antagonist
selinexor	exportin antagonist
selitrectinib	protein tyrosine kinase inhibitor
selonsertib	MAP kinase activator
selumetinib	MEK inhibitor
semagacestat	gamma secretase inhibitor
semapimod	cytokine production inhibitor
semapimod	p38 MAPK inhibitor
semaxanib	VEGFR inhibitor
semustine	DNA alkylating agent
sen-1269	beta amyloid inhibitor
senicapoc	intermediate conductance potassium channel blocker
sennoside-a	glycoside agonist
seocalcitol	vitamin D receptor agonist
sep-227900	D-amino acid oxidase Inhibitor
seratrodast	prostanoid receptor antagonist
serdemetan	MDM inhibitor
serotonin	growth factor receptor activator
sertaconazole	sterol demethylase inhibitor
sertindole	dopamine receptor antagonist
sertindole	serotonin receptor antagonist
sertraline	selective serotonin reuptake inhibitor (SSRI)
sesamin	NFkB pathway inhibitor
setipiprant	prostaglandin inhibitor
setiptiline	adrenergic receptor antagonist
setmelanotide	melanocortin receptor agonist
sevoflurane	membrane integrity inhibitor
sew-2871	lysophospholipid receptor agonist
sf-11	neuropeptide receptor antagonist
sgc-0946	histone lysine methyltransferase inhibitor
sgc-707	protein arginine N-methyltransferase inhibitor
sgc-cbp30	bromodomain inhibitor
sgi-1027	DNA methyltransferase inhibitor
sgi-1776	Pim kinase inhibitor
sgs-742	GABA receptor antagonist
sgx523	hepatocyte growth factor receptor inhibitor
sha-68	neuropeptide receptor antagonist
shp099	protein tyrosine kinase inhibitor
sib-1553a	acetylcholine receptor agonist
sib-1757	glutamate receptor antagonist
sib-1893	glutamate receptor antagonist
sid-7969543	steroidogenic factor antagonist
siguazodan	phosphodiesterase inhibitor
sildenafil	phosphodiesterase inhibitor
silibinin	cytochrome P450 inhibitor
silodosin	adrenergic receptor antagonist
silver-sulfadiazine	PABA antagonist
simeprevir	HCV inhibitor
simurosertib	kinase inhibitor
simvastatin	HMGCR inhibitor
sincalide	cholecystokinin agonist
sinefungin	DNA methyltransferase inhibitor
sinefungin	RNA synthesis inhibitor
sinomenine	angiogenesis inhibitor
sipatrigine	voltage-gated sodium channel blocker
siponimod	sphingosine 1-phosphate receptor modulator
siramesine	sigma receptor antagonist
siremadlin	MDM inhibitor
sirolimus	mTOR inhibitor
sirreal-2	SIRT inhibitor
sirtinol	SIRT inhibitor
sis3	serine/threonine kinase inhibitor
sisomicin	protein synthesis inhibitor
sisomicin-sulfate	bacterial 30S ribosomal subunit inhibitor
s-isopropylisothiourea	nitric oxide synthase inhibitor
sitafloxacin	bacterial DNA gyrase inhibitor
sitagliptin	dipeptidyl peptidase inhibitor
sitaxentan	endothelin receptor antagonist
sitravatinib	receptor tyrosine protein kinase inhibitor
sivelestat	elastase inhibitor
sj-172550	MDM inhibitor
sj-733	ATPase inhibitor
sjg-136	DNA intercalating agent
sk&f-10047-(+)	sigma receptor agonist
ska-31	potassium channel activator
skepinone-l	p38 MAPK inhibitor
skf-38393	dopamine receptor agonist
skf-77434	dopamine receptor agonist
skf-81297	dopamine receptor agonist
skf-83566	dopamine receptor antagonist
skf-86002	p38 MAPK inhibitor
skf-89976a	GABA uptake inhibitor
skf-91488	histamine N-methyltransferase inhibitor
skf-96365	calcium channel blocker
ski-ii	sphingosine kinase inhibitor
sklb1002	VEGFR inhibitor
sklb-1028	Abl kinase inhibitor
sklb-1028	EGFR inhibitor
sklb-1028	FLT3 inhibitor
slv-319-(+/-)	cannabinoid receptor antagonist
slv-320	adenosine receptor antagonist
sm-164	XIAP inhibitor
sm-21	sigma receptor antagonist
smer-28	autophagy inducer
smi-4a	Pim kinase inhibitor
sn-2	transient receptor potential channel agonist
sn-38	topoisomerase inhibitor
sn-6	sodium/calcium exchange inhibitor
snap	nitric oxide donor
snap-5089	adrenergic receptor antagonist
sng-1153	selective estrogen receptor modulator (SERM)
s-nitrosoglutathione	nitric oxide stimulant
sns-314	Aurora kinase inhibitor
snx-2112	HSP inhibitor
snx-5422	HSP inhibitor
sobetirome	thyroid hormone receptor agonist
soblidotin	microtubule inhibitor
sobrepin	mucolytic agent
sobuzoxane	topoisomerase inhibitor
sodium-butyrate	HDAC inhibitor
sodium-gualenate	antacid
sodium-nitrite	nitric oxide donor
sodium-nitroprusside	nitric oxide donor
sodium-stibogluconate	tyrosine phosphatase inhibitor
sodium-tanshinone-ii-a-sulfonate	potassium channel activator
sofalcone	mucus protecting agent
sofosbuvir	HCV inhibitor
sofosbuvir-impurity-m	antiviral
sograzepide	gastrin inhibitor
solamargine	apoptosis inhibitor
solcitinib	JAK inhibitor
solifenacin-succinate	acetylcholine receptor antagonist
solithromycin	protein synthesis inhibitor
solriamfetol	dopamine reuptake inhibitor
somantadine	antiviral
somatostatin	somatostatin receptor agonist
sonepiprazole	dopamine receptor antagonist
sonidegib	smoothened receptor antagonist
sorafenib	FLT3 inhibitor
sorafenib	KIT inhibitor
sorafenib	PDGFR tyrosine kinase receptor inhibitor
sorafenib	RAF inhibitor
sorafenib	RET tyrosine kinase inhibitor
sorafenib	VEGFR inhibitor
soraprazan	proton pump inhibitor
sorbinil	aldose reductase inhibitor
sorbitol	mucolytic agent
sotagliflozin	sodium/glucose cotransporter inhibitor
sotalol	adrenergic receptor antagonist
sotrastaurin	PKC inhibitor
sp-100030	NFkB pathway inhibitor
sp-141	ubiquitin ligase inhibitor
spaglumic-acid	glutamate receptor antagonist
sparfloxacin	bacterial DNA gyrase inhibitor
sparfosate	aspartate carbamoyltransferase inhibitor
sparsentan	angiotensin receptor antagonist
spautin-1	deubiquitinase inhibitor
spectinomycin	bacterial 30S ribosomal subunit inhibitor
spermidine	glutamate receptor modulator
sphingosylphosphorylcholine	gene expression stimulant
spiperone	dopamine receptor antagonist
spiradoline	opioid receptor agonist
spiramycin	bacterial 50S ribosomal subunit inhibitor
spironolactone	mineralocorticoid receptor antagonist
spiroxatrine	serotonin receptor antagonist
splitomycin	SIRT inhibitor
spp301	endothelin receptor antagonist
spp86	receptor tyrosine protein kinase inhibitor
sq-109	bacterial cell wall synthesis inhibitor
sq-22536	adenylyl cyclase inhibitor
squalamine	antiviral
squaric-acid-dibutyl-ester	oxidative stress inducer
sr-1078	retinoid receptor agonist
sr-140333	neurokinin receptor antagonist
sr-1664	PPAR receptor ligand
sr-2211	retinoid receptor inverse agonist
sr-2640	leukotriene receptor antagonist
sr-27897	CCK receptor antagonist
sr-3306	JNK inhibitor
sr-33805	calcium channel blocker
sr-3576	JNK inhibitor
sr-3677	rho associated kinase inhibitor
sr-57227a	serotonin receptor agonist
sr-59230a	adrenergic receptor antagonist
sr-95639a	acetylcholine receptor agonist
src-kinase-inhibitor-i	SRC inhibitor
srpin340	serine arginine protein kinase inhibitor
srt1720	SIRT activator
srt2104	SIRT activator
srt3190	CC chemokine receptor antagonist
ssr180711	acetylcholine receptor agonist
ssr240612	bradykinin receptor antagonist
s-sulfo-l-cysteine	glutamate receptor agonist
st-1535	adenosine receptor antagonist
st-1859	antiamyloidogenic agent
st-2825	myeloid differentiation primary response inhibitor
st-91	adrenergic receptor agonist
sta-5326	interleukin synthesis inhibitor
stat3-inhibitor-vi	STAT inhibitor
statil	aldose reductase inhibitor
stavudine	DNA directed DNA polymerase inhibitor
stavudine	nucleoside reverse transcriptase inhibitor
stemregenin-1	aryl hydrocarbon receptor antagonist
stepronin	mucolytic agent
stf-083010	serine/threonine kinase inhibitor
stf-118804	NAMPT inhibitor
stf-31	NAMPT inhibitor
stf-62247	autophagy inducer
stiripentol	GABA uptake inhibitor
stobadine	adrenergic receptor antagonist
streptomycin	bacterial 30S ribosomal subunit inhibitor
streptozotocin	DNA alkylating agent
s-trityl-l-cysteine	mitotic kinesin inhibitor
strontium-ranelate	bone formation stimulant
strontium-ranelate	bone resorption inhibitor
strychnine	acetylcholine receptor antagonist
su014813	PDGFR tyrosine kinase receptor inhibitor
su014813	VEGFR inhibitor
su11274	hepatocyte growth factor receptor inhibitor
su11274	tyrosine kinase inhibitor
su16f	PDGFR tyrosine kinase receptor inhibitor
su3327	JNK inhibitor
su4312	PDGFR tyrosine kinase receptor inhibitor
su4312	tyrosine kinase inhibitor
su4312	VEGFR inhibitor
su9516	CDK inhibitor
substance-p	neurokinin receptor antagonist
succinobucol	antioxidant
succinylsulfathiazole	dihydrofolate reductase inhibitor
sucralfate	antacid
sufugolix	gonadotropin releasing factor hormone receptor antagonist
sugammadex	neuromuscular blockade reversal agent
sulbactam	beta lactamase inhibitor
sulbactam-pivoxil	beta lactamase inhibitor
sulbentine	other antifungal
sulbutiamine	acetylcholine receptor antagonist
sulconazole	sterol demethylase inhibitor
sulfabenzamide	bacterial antifolate
sulfacetamide	PABA antagonist
sulfachlorpyridazine	bacterial antifolate
sulfadiazine	bacterial antifolate
sulfadoxine	dihydropteroate synthase inhibitor
sulfafurazole	bacterial antifolate
sulfaguanidine	bacterial antifolate
sulfamerazine	bacterial antifolate
sulfameter	dihydrofolate reductase inhibitor
sulfamethazine	PABA antagonist
sulfamethizole	bacterial antifolate
sulfamethoxazole	PABA antagonist
sulfamethoxypyridazine	bacterial antifolate
sulfametopyrazine	PABA antagonist
sulfamonomethoxine	bacterial antifolate
sulfamoxole	PABA antagonist
sulfanilamide	carbonic anhydrase inhibitor
sulfaphenazole	dihydropteroate synthetase inhibitor
sulfapyridine	PABA antagonist
sulfaquinoxaline	vitamin K antagonist
sulfasalazine	cyclooxygenase inhibitor
sulfathiazole	dihydropteroate synthase inhibitor
sulfatinib	tyrosine kinase inhibitor
sulfinpyrazone	uricosuric blocker
sulfisomidin	antibacterial
sulfisoxazole-acetyl	folic acid antagonist
sulforaphane	anticancer agent
sulforaphane	aryl hydrocarbon receptor antagonist
sulindac	cyclooxygenase inhibitor
sulmazole	adenosine receptor antagonist
sulmetozine	gastrin inhibitor
suloctidil	adrenergic receptor antagonist
sulopenem	antibacterial
sulphadimethoxine	dihydropteroate synthetase inhibitor
sulpiride	dopamine receptor antagonist
sultamicillin	antibacterial 
sultiame	carbonic anhydrase inhibitor
sultopride	dopamine receptor antagonist
sumanirole	dopamine receptor agonist
sumatriptan	serotonin receptor agonist
sun-11602	fibroblast growth factor mimetic
sun-b-8155	calcitonin agonist
sunitinib	FLT3 inhibitor
sunitinib	KIT inhibitor
sunitinib	PDGFR tyrosine kinase receptor inhibitor
sunitinib	RET tyrosine kinase inhibitor
sunitinib	VEGFR inhibitor
suplatast	histamine release inhibitor
suplatast	immunoglobulin inhibitor
suprofen	cyclooxygenase inhibitor
suramin	DNA synthesis inhibitor
suritozole	GABA receptor inverse agonist
sutezolid	protein synthesis inhibitor
suxibuzone	cyclooxygenase inhibitor
swainsonine	alpha mannosidase inhibitor
sx-011	MAP kinase inhibitor
sym-2081	kainate receptor antagonist
sym-2206	glutamate receptor antagonist
synephrine	adrenergic receptor agonist
t-0070907	PPAR receptor antagonist
t-0156	phosphodiesterase inhibitor
t-025	CLK inhibitor
t-0901317	LXR agonist
t-1095	sodium/glucose cotransporter inhibitor
t-5224	AP inhibitor
t-5601640	LIM kinase inhibitor
t-62	adenosine receptor modulator
t-807	PET radiotracer
ta-01	casein kinase inhibitor
ta-01	MAP kinase inhibitor
tabimorelin	growth hormone secretagogue receptor agonist
tacalcitol	vitamin D receptor agonist
tacedinaline	HDAC inhibitor
tacrine	acetylcholinesterase inhibitor
tacrolimus	calcineurin inhibitor
tadalafil	phosphodiesterase inhibitor
tafamidis-meglumine	transthyretin amyloid inhibitor
tafenoquine	antimalarial agent
tafluprost	prostaglandin inhibitor
tagatose	phosphorylase inhibitor
tak-063	phosphodiesterase inhibitor
tak-220	CC chemokine receptor antagonist
tak-243	ubiquitin activating enzyme inhibitor
tak-285	EGFR inhibitor
tak-593	VEGFR inhibitor
tak-632	RAF inhibitor
tak-659	spleen associated tyrosine kinase inhibitor
tak-715	p38 MAPK inhibitor
tak-733	MEK inhibitor
tak-779	CC chemokine receptor antagonist
tak-875	insulin secretagogue
tak-901	Aurora kinase inhibitor
tak-960	PLK inhibitor
talabostat	dipeptidyl peptidase inhibitor
talabostat	fibroblast activation protein inhibitor
taladegib	smoothened receptor antagonist
talampanel	glutamate receptor antagonist
talaporfin	photosensitizing agent
talarozole	cytochrome P450 inhibitor
talazoparib	PARP inhibitor
talinolol	adrenergic receptor antagonist
talipexole	adrenergic receptor agonist
talipexole	dopamine receptor agonist
talmapimod	p38 MAPK inhibitor
talnetant	tachykinin antagonist
talniflumate	cyclooxygenase inhibitor
talopram	adrenergic inhibitor
talsaclidine	acetylcholine receptor agonist
taltirelin	thyrotropin releasing hormone receptor agonist
taltobulin	tubulin polymerization inhibitor
tamibarotene	retinoid receptor agonist
taminadenant	adenosine receptor antagonist
tamoxifen	estrogen receptor antagonist
tamoxifen	selective estrogen receptor modulator (SERM)
tamsulosin	adrenergic receptor antagonist
tanaproget	progesterone receptor agonist
tandospirone	serotonin receptor agonist
tandutinib	FLT3 inhibitor
tandutinib	KIT inhibitor
tandutinib	PDGFR tyrosine kinase receptor inhibitor
tanespimycin	HSP inhibitor
tangeritin	cell cycle inhibitor
tannic-acid	PARG inhibitor
tanshinone-i	AP inhibitor
tanshinone-iia	anti-inflammatory agent
tanshinone-iia	interleukin inhibitor
tapinarof	aryl hydrocarbon receptor agonist
taprenepag	prostaglandin receptor agonist
tarafenacin	acetylcholine receptor antagonist
taranabant	cannabinoid receptor inverse agonist
targinine	nitric oxide synthase inhibitor
tariquidar	P glycoprotein inhibitor
tartaric-acid	antioxidant
tas-103	topoisomerase inhibitor
taselisib	PI3K inhibitor
tasimelteon	melatonin receptor agonist
tasisulam	apoptosis stimulant
tasquinimod	angiogenesis inhibitor
tasquinimod	S100A9 inhibitor
tasuldine	mucolytic agent
taurine	antioxidant
taurocholate	G protein-coupled receptor agonist
tauroglycocholate	membrane permeability enhancer
taurolidine	apoptosis stimulant
tavaborole	leucyl-tRNA synthetase inhibitor
tavilermide	tyrosine kinase partial agonist
taxifolin	opioid receptor antagonist
tazarotene	retinoid receptor agonist
tazemetostat	histone lysine methyltransferase inhibitor
tazobactam	beta lactamase inhibitor
tboa-(dl)	excitatory amino acid transporter inhibitor
tc1	beta-secretase inhibitor
tc2559	acetylcholine receptor agonist
tc-a-2317	Aurora kinase inhibitor
tc-ask-10	MAP kinase inhibitor
tc-e-5002	histone demethylase inhibitor
tc-e-5006	gamma secretase modulator
tc-f-2	FAAH inhibitor
tc-fpr-43	formyl peptide receptor agonist
tc-g-1000	adrenergic receptor agonist
tc-g-1004	adenosine receptor antagonist
tc-g-1005	G protein-coupled receptor agonist
tc-g-1008	G protein-coupled receptor agonist
tc-h-106	HDAC inhibitor
tc-i-15	integrin inhibitor
tc-i-2000	transient receptor potential channel antagonist
tc-i-2014	transient receptor potential channel antagonist
tc-lpa5-4	lysophosphatidic acid receptor antagonist
tc-mps1-12	monopolar spindle 1 kinase inhibitor
tc-n-1752	sodium channel blocker
tcn201	glutamate receptor antagonist
tcn238	glutamate receptor positive allosteric modulator
tc-ntr1-17	neurotensin agonist
tc-o-9311	G protein-coupled receptor agonist
tc-ot-39	oxytocin receptor agonist
tc-ot-39	vasopressin receptor agonist
tcs-2002	glycogen synthase kinase inhibitor
tcs-21311	JAK inhibitor
tcs-2210	neural stem cell inducer
tcs-2314	integrin inhibitor
tcs-3035	G protein-coupled receptor agonist
tcs-359	FLT3 inhibitor
tcs-5861528	transient receptor potential channel antagonist
tc-s-7003	SRC inhibitor
tc-s-7004	DYRK inhibitor
tc-s-7005	PLK inhibitor
tc-s-7006	MAP kinase inhibitor
tc-s-7009	hypoxia inducible factor inhibitor
tcs-hdac6-20b	HDAC inhibitor
tcs-ox2-29	orexin receptor antagonist
tc-sp-14	sphingosine 1-phosphate receptor agonist
tcs-pim-1-1	Pim kinase inhibitor
tcv-309	platelet activating factor receptor antagonist
td139	anti-inflammatory agent
tebipenem	bacterial cell wall synthesis inhibitor
tecadenoson	adenosine receptor agonist
tecalcet	calcium-sensing receptor agonist
tecastemizole	histamine receptor antagonist
tecovirimat	orthopoxvirus egress inhibitor
tedizolid	bacterial 50S ribosomal subunit inhibitor
tedizolid-phosphate	protein synthesis inhibitor
tegaserod	serotonin receptor partial agonist
tegobuvir	HCV inhibitor
tegobuvir	protease inhibitor
teicoplanin	bacterial cell wall synthesis inhibitor
teicoplanin-a2-1	bacterial cell wall synthesis inhibitor
teicoplanin-a2-3	bacterial cell wall synthesis inhibitor
teijin-compound-1	CC chemokine receptor antagonist
telaprevir	HCV inhibitor
telatinib	KIT inhibitor
telatinib	PDGFR tyrosine kinase receptor inhibitor
telatinib	VEGFR inhibitor
telbivudine	DNA polymerase inhibitor
telcagepant	calcitonin antagonist
telenzepine	acetylcholine receptor antagonist
telithromycin	bacterial 30S ribosomal subunit inhibitor
telithromycin	bacterial 50S ribosomal subunit inhibitor
telmesteine	mucolytic agent
telmisartan	angiotensin receptor antagonist
telotristat	tryptophan hydroxylase inhibitor
telotristat-ethyl	tryptophan hydroxylase inhibitor
telratolimod	toll-like receptor agonist
temanogrel	serotonin receptor antagonist
temefos	cholinesterase inhibitor
temocapril	angiotensin converting enzyme inhibitor
temoporfin	radical formation stimulant
temozolomide	DNA alkylating agent
tempol	free radical scavenger
temsirolimus	mTOR inhibitor
ten-010	bromodomain inhibitor
tenalisib	PI3K inhibitor
tenapanor	sodium/hydrogen exchanger inhibitor
tenatoprazole	ATPase inhibitor
teneligliptin	dipeptidyl peptidase inhibitor
tenidap	cyclooxygenase inhibitor
tenilsetam	AGE inhibitor
teniposide	topoisomerase inhibitor
