drug.me	AD.composite.score.repurposed	AD.ranking.repurposed	AD.composite.score.trials	AD.ranking.trials	AD.weighted_sum	AD.rank_of_weighted_sum	PD.composite.score.repurposed	PD.ranking.repurposed	PD.composite.score.trials	PD.ranking.trials	PD.weighted.sum	PD.ranking.of.weighted.sum	HD.composite.score.repurposed	HD.ranking.repurposed	HD.composite.score.trials	HD.ranking.trials	HD_weighted_sum	HD_rank_of_weighted_sum	MS.composite.score.repurposed	MS.ranking.repurposed	MS.composite.score.trials	MS.ranking.trials	MS.weighted.sum	MS.ranking.weighted.sum
hetacillin	0	4284			0	4418	0	4060	0	2870	0	4122												
hexamethonium	0	4285	0.13	1762	0.065	3249	0.366054054	1134	0	2871	0.183027027	2141	0	2529	0	2636	0	3158	0	2800	0	2755	0	3274
hexestrol	0	4286	0	3296	0	4419	0.332108108	1596	0	2872	0.166054054	2458	0	2530	0	2637	0	3159	0	2802	0	2756	0	3275
hmn-214	0	4287	0	3305	0	4420	0	4062	0	2878	0	4124	0.32	271	0	2642	0.16	1447	0	2810	0	2761	0	3279
homoveratrylamine	0	4288			0	4421			0	2882	0	4989							0	2815			0	3284
hpph	0	4289			0	4422																		
hthq	0	4290	0	3309	0	4423	0	4065	0	2884	0	4127									0	2768	0	4773
htmt	0	4291	0	3310	0	4424	0.4	785	0	2885	0.2	1843	0	2546	0	2647	0	3169	0	2816	0	2769	0	3285
hycanthone	0	4292	0	3311	0	4425	0	4067			0	4129	0	2548			0	3171	0	2819			0	3287
hydrocortisone-phosphate	0	4293	0	3316	0	4426	0	4068	0	2893	0	4130	0	2554			0	3177	0	2825	0	2775	0	3292
hydroquinidine	0	4294			0	4427																		
hydroxocobalamin	0	4295			0	4428	0	4069			0	4131												
hydroxyamphetamine	0	4296	0	3320	0	4429	0.4	786	0	2896	0.2	1844	0	2558	0	2655	0	3180	0	2829	0	2778	0	3295
hydroxychloroquine	0	4297	0	3321	0	4430	0	4070			0	4132	0.236923077	792			0.118461539	1766	0	2830	0.186666667	927	0.093333334	1791
hydroxyprogesterone	0	4298	0	3322	0	4431	0.332108108	1599	0	2897	0.166054054	2461	0	2559	0	2656	0	3181	0	2831	0	2779	0	3296
hydroxyprogesterone-acetate	0	4299	0	3323	0	4432	0.332108108	1600	0	2898	0.166054054	2462	0	2560	0	2657	0	3182	0	2832	0	2780	0	3297
hypericin	0	4300			0	4433	0	4072			0	4134												
hypoxanthine	0	4301	0	3327	0	4434	0	4073	0	2902	0	4135	0	2565	0	2661	0	3185			0	2785	0	4774
ibc-293	0	4302	0	3330	0	4435	0.358918919	1210	0.4	512	0.37945946	557	0	2568	0.4	491	0.2	898	0	2839	0	2787	0	3302
ibrutinib	0	4303	0.13	1763	0.065	3250	0	4076	0	2905	0	4138	0.252307692	551	0	2663	0.126153846	1624	0	2842	0	2791	0	3305
ibutamoren	0	4304	0	3333	0	4436	0.379459459	1070	0.4	514	0.38972973	502	0	2576	0.4	492	0.2	899	0	2846	0	2796	0	3308
ica-069673	0	4305	0	3334	0	4437	0	4079			0	4141	0	2579			0	3193	0	2848	0	2797	0	3309
ica-110381	0	4306	0	3335	0	4438	0	4080			0	4142	0	2580			0	3194	0	2849	0	2798	0	3310
"ici-118,551"	0	4307	0	3338	0	4439	0.368	1111	0	2915	0.184	2120	0	2586			0	3198	0	2855			0	3315
"ici-185,282"	0	4308			0	4440	0.089904762	3319			0.044952381	3398												
ici-192605	0	4309	0	3340	0	4441	0.489904762	496	0	2917	0.244952381	1570	0	2589	0	2674	0	3201	0	2858	0	2805	0	3318
"ici-215,001"	0	4310	0	3341	0	4442	0.365714286	1153	0	2919	0.182857143	2159							0	2859	0	2807	0	3319
ici-63197	0	4311	0.25	921	0.125	2731	0	4082	0	2920	0	4144	0	2591	0.266666667	1339	0.133333334	1535	0	2860	0	2808	0	3320
iclaprim	0	4312			0	4443							0	2594			0	3204						
icomucret	0	4313	0	3344	0	4444	0.4	790	0	2922	0.2	1848	0	2595	0	2677	0	3205	0	2863	0	2810	0	3322
idarubicin	0	4314			0	4445	0	4085			0	4147	0.513333333	52			0.256666667	548	0.4	211			0.2	703
idebenone	0	4315	0.085714286	1992	0.042857143	3406	0.042903226	3334	0.065384615	1570	0.054143921	3326			0	2681	0	4511			0.161904762	991	0.080952381	1845
idf-11774	0	4316			0	4446																		
ido5l	0	4317	0	3346	0	4447	0	4086			0	4148	0	2602			0	3209	0.141714286	1322	0	2815	0.070857143	1863
idoxuridine	0	4318	0	3347	0	4448	0	4087			0	4149												
idronoxil	0	4319	0	3348	0	4449	0.4	791	0	2927	0.2	1849	0	2604	0	2682	0	3210	0	2868	0.186666667	929	0.093333334	1792
igmesine	0	4320	0.38	214	0.19	1792	0	4088	0.1	1533	0.05	3357	0	2609	0	2684	0	3212	0	2869	0	2817	0	3325
ilaprazole	0	4321			0	4450																		
ilepcimide	0	4322			0	4451																		
imazodan	0	4323	0.25	922	0.125	2732	0	4093	0	2935	0	4154	0	2612	0.266666667	1340	0.133333334	1536	0	2876	0	2824	0	3331
imetit	0	4324	0	3350	0	4452	0.4	792	0	2936	0.2	1850	0	2613	0	2690	0	3214	0	2877	0	2825	0	3332
imexon	0	4325			0	4453							0	2614			0	3215	0	2878	0	2826	0	3333
imidacloprid	0	4326	0	3351	0	4454	0.256761905	2766	0	2937	0.128380953	2973												
imipenem	0	4327			0	4455	0	4094	0	2941	0	4155	0	2618			0	3218	0	2882			0	3337
imiquimod	0	4328	0	3355	0	4456	0	4095			0	4156	0.24	772			0.12	1747	0.066666667	1432	0	2830	0.033333334	2104
imirestat	0	4329			0	4457																		
immepip	0	4330	0	3356	0	4458	0.4	793	0	2942	0.2	1851	0	2620	0	2693	0	3219	0	2883	0	2831	0	3338
immethridine	0	4331	0	3357	0	4459	0.4	794	0	2943	0.2	1852	0	2621	0	2694	0	3220	0	2884	0	2832	0	3339
impentamine	0	4332	0	3358	0	4460	0.4	795	0	2944	0.2	1853	0	2622	0	2695	0	3221	0	2885	0	2833	0	3340
incb-3284	0	4333	0	3361	0	4461	0	4096	0	2946	0	4157	0	2624	0	2697	0	3223	0	2888	0	2835	0	3342
indibulin	0	4334	0	3364	0	4462							0	2630			0	3225	0	2891			0	3344
indole-3-pyrubate	0	4335	0	3369	0	4463	0	4098			0	4159									0	2844	0	4775
indoximod	0	4336	0	3370	0	4464	0	4099			0	4160	0	2639			0	3233	0.141714286	1323	0	2847	0.070857143	1864
iniparib	0	4337	0.13	1764	0.065	3251	0	4100	0	2956	0	4161	0	2641	0	2707	0	3235	0	2900	0.053333333	1270	0.026666667	2154
inosine	0	4338	0.13	1765	0.065	3252	0	4101	0.1	1534	0.05	3358	0	2642	0	2708	0	3236	0	2901	0.186666666	990	0.093333333	1832
int-747	0	4339			0	4465																		
int-767	0	4340			0	4466																		
iocetamic-acid	0	4341			0	4467															0.266666667	452	0.133333334	1363
iodixanol	0	4342			0	4468															0.266666667	454	0.133333334	1364
iododexetimide	0	4343	0	3376	0	4469	0.256761905	2767	0	2959	0.128380953	2974												
iodophenpropit	0	4344	0	3377	0	4470	0.4	797	0	2960	0.2	1855	0	2647	0	2711	0	3240	0	2907	0	2851	0	3351
iodoquinol	0	4345			0	4471			0	2961	0	4991												
iohexol	0	4346			0	4472															0.266666667	455	0.133333334	1365
iopamidol	0	4347			0	4473															0.266666667	456	0.133333334	1366
iopodic-acid	0	4348			0	4474																		
iopromide	0	4349			0	4475															0.266666667	457	0.133333334	1367
iothalamic-acid-d3	0	4350			0	4476															0.266666667	458	0.133333334	1368
ioversol	0	4351			0	4477															0.266666667	459	0.133333334	1369
iox2	0	4352	0	3379	0	4478	0	4104	0	2963	0	4164	0	2650	0	2713	0	3242	0	2909	0	2854	0	3353
ioxaglic-acid	0	4353			0	4479															0.266666667	460	0.133333334	1370
ioxilan	0	4354			0	4480															0.266666667	461	0.133333334	1371
ipi549	0	4355			0	4481							0.18	878			0.09	1921	0	2911			0	3355
ipragliflozin-l-proline	0	4356	0.242857143	1047	0.121428572	2789	0	4105	0	2965	0	4165	0	2652	0	2714	0	3244			0	2857	0	4776
ipriflavone	0	4357	0	3381	0	4482			0	2966	0	4992												
irganox-1010	0	4358	0	3382	0	4483	0	4106	0	2967	0	4166									0	2860	0	4777
irinotecan	0	4359			0	4484	0	4107			0	4167	0.4	189			0.2	661	0.4	218			0.2	710
isbufylline	0	4360	0.25	925	0.125	2733	0	4108	0	2971	0	4168	0	2661	0.266666667	1341	0.133333334	1537	0	2918	0	2866	0	3362
isepamicin	0	4361			0	4485	0	4109	0	2972	0	4169	0	2662			0	3248	0	2919			0	3363
iso-1	0	4362			0	4486	0.088216216	3324			0.044108108	3403							0.082285714	1416	0	2867	0.041142857	2061
isoetharine	0	4363	0	3386	0	4487	0.388456221	1042	0	2974	0.194228111	2087							0	2921	0	2869	0	3365
isoflupredone-acetate	0	4364	0	3388	0	4488	0.4	799	0	2976	0.2	1857	0	2665	0	2719	0	3250	0	2923	0	2871	0	3367
isopentyl-4-methoxycinmate	0	4365			0	4489																		
isopropyl-myristate	0	4366	0	3392	0	4490																		
isopropyl-palmitate	0	4367	0	3393	0	4491																		
isoquercitrin	0	4368	0	3394	0	4492	0	4112	0	2982	0	4172									0	2877	0	4778
isosorbide	0	4369	0	3395	0	4493	0	4113			0	4173	0	2674			0	3257						
isovaleramide	0	4370			0	4494																		
itacitinib	0	4371	0	3403	0	4495	0	4115	0	2987	0	4175	0.246153846	705	0	2728	0.123076923	1705	0	2935	0.186666667	930	0.093333334	1793
itracozole	0	4372	0	3406	0	4496	0	4117	0	2991	0	4177												
ivermectin	0	4373	0.36	415	0.18	1910	0.4	801	0	2992	0.2	1859	0	2686	0	2731	0	3262	0	2940	0.266666667	463	0.133333334	1328
ivosidenib	0	4374	0	3408	0	4497	0	4118	0	2993	0	4178	0.113333333	1000	0	2732	0.056666667	2060	0	2941	0	2889	0	3377
iwp-l6	0	4375	0	3409	0	4498	0	4119			0	4179	0	2687			0	3263	0	2942	0	2890	0	3378
jak3-inhibitor-v	0	4376	0	3412	0	4499	0	4120	0	2994	0	4180	0.249230769	603	0	2733	0.124615385	1646	0	2943	0	2894	0	3379
jdtic	0	4377	0	3413	0	4500	0.4	802	0	2995	0.2	1860	0	2690	0	2734	0	3266	0	2944	0	2895	0	3380
jk-184	0	4378			0	4501																		
jnj-10191584	0	4379	0	3414	0	4502	0.4	803	0	2997	0.2	1861	0	2693	0	2736	0	3268	0	2946	0	2897	0	3382
jnj-10397049	0	4380	0	3415	0	4503	0.4	804	0	2998	0.2	1862	0	2694	0	2737	0	3269	0	2947	0	2898	0	3383
jnj-1661010	0	4381	0.17	1420	0.085	3078	0	4122			0	4182	0	2696			0	3270	0	2949	0	2900	0	3385
jnj-26990990	0	4382			0	4504																		
jnj-27141491	0	4383	0	3417	0	4505	0	4123	0	3000	0	4183	0	2698	0	2739	0	3272	0	2951	0	2903	0	3387
jnj-39758979	0	4384	0	3419	0	4506	0	4124	0	3002	0	4184	0	2700			0	3274			0	2905	0	4782
jnj-42041935	0	4385	0	3421	0	4507	0	4125	0	3003	0	4185	0	2702	0	2741	0	3275	0	2954	0	2907	0	3390
jnj-42165279	0	4386	0.17	1421	0.085	3079	0	4126			0	4186	0	2703			0	3276	0	2955	0	2908	0	3391
jnj-47965567	0	4387	0	3422	0	4508	0.4	807	0	3004	0.2	1865	0	2704	0	2742	0	3277	0	2956	0	2909	0	3392
jnj-7777120	0	4388	0	3424	0	4509	0.4	808	0	3006	0.2	1866	0	2705	0	2744	0	3278	0	2958	0	2911	0	3394
josamycin	0	4389			0	4510	0	4127	0	3007	0	4187												
jph203	0	4390			0	4511	0	4128			0	4188	0.14	990			0.07	2003	0.2	1257			0.1	1702
jtc-801	0	4391	0	3425	0	4512	0.4	809	0	3008	0.2	1867	0	2706	0	2745	0	3279	0	2959	0	2912	0	3395
jte-013	0	4392	0	3426	0	4513	0.4	810	0	3009	0.2	1868	0	2707	0	2746	0	3280	0	2960	0	2913	0	3396
jte-907	0	4393	0	3427	0	4514	0.4	811	0	3010	0.2	1869	0	2708	0	2747	0	3281	0	2962	0	2914	0	3397
k145	0	4394	0	3429	0	4515	0.4	812	0	3014	0.2	1870	0	2713	0	2751	0	3285	0	2969	0.186666667	931	0.093333334	1794
kaf-156	0	4395			0	4516															0	2918	0	4783
kamycin	0	4396	0	3430	0	4517	0	4129			0	4189			0	2754	0	4512			0	2920	0	4784
karenitecin	0	4397			0	4518	0	4130			0	4190	0.4	190			0.2	662	0.4	223			0.2	715
kartogenin	0	4398	0	3431	0	4519	0	4131	0	3016	0	4191	0	2717	0	2755	0	3288	0	2971	0	2921	0	3400
kasugamycin	0	4399	0	3432	0	4520	0	4132			0	4192			0	2756	0	4513			0	2922	0	4785
kf-38789	0	4400	0	3435	0	4521	0	4135	0	3023	0	4195	0	2726	0	2762	0	3293	0	2977	0.053333333	1274	0.026666667	2158
kh-cb19	0	4401	0	3436	0	4522	0	4136	0	3024	0	4196	0	2727	0	2763	0	3294	0	2978	0.106666667	1093	0.053333334	1978
khk-in-1	0	4402			0	4523																		
ki16198	0	4403	0.03	2119	0.015	3565																		
kifunensine	0	4404	0	3440	0	4524	0	4137			0	4197	0	2731			0	3298	0	2982	0	2933	0	3406
krca-0008	0	4405	0	3445	0	4525	0	4142	0	3032	0	4200	0	2738	0	2770	0	3302	0	2986	0	2938	0	3410
ky02111	0	4406	0.37	290	0.185	1838	0	4148	0	3040	0	4206	0	2743	0	2777	0	3306	0	2993	0	2946	0	3416
l-152804	0	4407	0	3451	0	4526	0.4	815	0	3041	0.2	1873	0	2745	0	2778	0	3307	0	2994	0	2947	0	3417
l-168049	0	4408	0	3453	0	4527	0.4	816	0.2	1430	0.3	1380	0	2748	0.2	1423	0.1	1839	0	2996	0	2950	0	3419
l-670596	0	4409			0	4528													0	2999			0	3422
l-690330	0	4410	0	3456	0	4529	0	4150			0	4208	0	2753			0	3312	0	3000	0	2952	0	3423
l-733060	0	4411	0	3457	0	4530	0.4	817	0	3045	0.2	1874	0	2758	0	2782	0	3313	0	3001	0	2955	0	3424
l-760735	0	4412	0	3459	0	4531	0.4	818	0	3046	0.2	1875	0	2760	0	2783	0	3314	0	3004	0	2956	0	3425
l-alanine	0	4413	0.04	2096	0.02	3543	0.118702703	3257	0	3048	0.059351352	3313	0	2763	0	2785	0	3316	0.130285714	1343	0	2959	0.065142857	1903
l-asparagine	0	4414	0	3462	0	4532	0.162594594	3205	0	3050	0.081297297	3268	0	2765	0	2787	0	3318	0.118857143	1375	0	2960	0.059428572	1923
l-cystine	0	4415	0	3464	0	4533	0	4152	0	3054	0	4210			0	2791	0	4515	0	3007	0.053333333	1279	0.026666667	2159
l-kynurenine	0	4416			0	4534																		
l-leucine	0	4417	0	3466	0	4535	0	4153			0	4211	0	2772			0	3323	0	3008	0	2962	0	3428
l-lysine	0	4418	0	3467	0	4536	0	4154	0.2	1431	0.1	3222	0	2773	0	2793	0	3324	0	3009	0	2963	0	3429
l-mimosine	0	4419			0	4537	0.097297297	3306			0.048648649	3385							0	3011	0	2965	0	3431
l-theanine	0	4420	0	3469	0	4538	0	4155	0.3	1314	0.15	2790			0.4	530	0.2	1173			0	2968	0	4787
lamivudine	0	4421	0	3474	0	4539							0	2782			0	3329	0	3017	0	2971	0	3434
labecestat	0	4422	0	3475	0	4540																		
lanifibranor	0	4423	0.15	1671	0.075	3171	0	4158	0	3061	0	4214			0	2799	0	4516	0.28	1094	0	2972	0.14	1287
lappaconite	0	4424			0	4541	0	4160	0	3064	0	4216									0.4	54	0.2	922
lasalocid	0	4425			0	4542																		
lasmiditan	0	4426	0	3481	0	4543			0.2	1433	0.1	3231	0	2788			0	3331	0	3022			0	3436
latanoprost	0	4427	0	3483	0	4544	0.4	820	0	3067	0.2	1877	0	2789	0	2803	0	3332	0	3024	0	2978	0	3438
lazertinib	0	4428			0	4545	0	4162			0	4218												
ldn-27219	0	4429	0.16	1571	0.08	3149	0	4166	0	3072	0	4222	0	2793	0	2807	0	3334	0.283428571	922	0	2981	0.141714286	1209
ldn193189	0	4430	0	3485	0	4546	0	4167	0	3073	0	4223	0	2794	0	2808	0	3335	0	3029	0	2982	0	3441
lemborexant	0	4431	0	3488	0	4547	0.4	821	0	3076	0.2	1878	0	2796	0	2811	0	3337	0	3032	0	2985	0	3444
leniolisib	0	4432			0	4548							0.18	879			0.09	1922	0	3034			0	3445
lesinurad	0	4433			0	4549	0	4169			0	4225							0	3037			0	3447
letermovir	0	4434			0	4550	0	4170			0	4226												
letosteine	0	4435			0	4551	0	4171	0.1	1535	0.05	3359	0	2801			0	3342			0	2990	0	4790
leucovorin	0	4436			0	4552																		
leuprolide	0	4437	0	3492	0	4553	0.4	823	0	3080	0.2	1880	0	2803	0	2816	0	3343	0	3040	0	2993	0	3450
levobunolol-(+)	0	4438	0	3498	0	4554	0.368	1112	0	3084	0.184	2121	0	2813			0	3347	0	3048			0	3455
levobunolol-(+/-)	0	4439	0	3499	0	4555	0.368	1113	0	3085	0.184	2122	0	2814			0	3348	0	3049			0	3456
levocarnitine	0	4440	0	3501	0	4556	0	4174			0	4229									0.028571429	1335	0.014285715	2201
levocarnitine-propiote	0	4441	0	3502	0	4557	0	4175			0	4230									0.028571429	1336	0.014285715	2202
levodropropizine	0	4442			0	4558			0	3088	0	4994												
levofloxacin	0	4443			0	4559	0	4176	0	3089	0	4231	0	2818			0	3351	0	3052	0	2999	0	3459
levomenol	0	4444			0	4560	0	4177	0	3090	0	4232									0	3000	0	4791
levonorgestrel	0	4445	0	3506	0	4561	0.543917632	395	0	3093	0.271958816	1509	0	2822	0	2822	0	3354	0	3055	0	3003	0	3462
levopropoxyphene	0	4446			0	4562			0	3094	0	4995												
levothyroxine	0	4447	0	3508	0	4563	0.4	828	0	3095	0.2	1885	0	2824	0	2823	0	3355	0	3057	0.161904762	992	0.080952381	1842
lfm-a13	0	4448	0.13	1770	0.065	3253	0	4178	0	3096	0	4233	0.252307692	552	0	2824	0.126153846	1625	0	3058	0	3004	0	3463
lgk-974	0	4449	0	3509	0	4564	0	4179			0	4234	0	2825			0	3356	0	3059	0	3005	0	3464
lidamidine	0	4450	0	3512	0	4565	0.365714286	1154	0	3102	0.182857143	2160							0	3063	0	3009	0	3466
limaprost-alfadex	0	4451	0	3514	0	4566	0.4	829	0	3104	0.2	1886	0	2832	0	2830	0	3362	0	3067	0	3010	0	3467
limonin	0	4452			0	4567																		
liclotide	0	4453	0	3516	0	4568	0	4184	0	3106	0	4239	0	2833	0	2832	0	3363	0	3069	0	3012	0	3469
ligliptin	0	4454	0.142857143	1703	0.071428572	3188	0	4185	0	3107	0	4240	0	2834	0	2833	0	3364			0	3013	0	4792
lilool	0	4455			0	4569																		
lincomycin	0	4456	0	3517	0	4570	0	4186			0	4241			0	2834	0	4517			0	3014	0	4793
linopirdine	0	4457	0	3518	0	4571	0	4187	0	3111	0	4242	0	2839			0	3368	0	3071	0.266666667	464	0.133333334	1329
liothyronine	0	4458	0	3519	0	4572	0.4	830	0	3114	0.2	1887	0	2842	0	2840	0	3371	0	3074	0.161904762	993	0.080952381	1843
liquiritin	0	4459	0	3520	0	4573	0	4189	0	3115	0	4244									0	3019	0	4794
lirimilast	0	4460	0.25	932	0.125	2734	0	4191	0	3116	0	4246	0	2844	0.266666667	1345	0.133333334	1541	0	3076	0	3021	0	3473
lisadimate	0	4461			0	4574																		
lisofylline	0	4462			0	4575																		
lithium-acetoacetate	0	4463			0	4576	0.097297297	3307			0.048648649	3386							0	3078	0	3023	0	3475
lixivaptan	0	4464	0	3522	0	4577	0.4	831	0	3120	0.2	1888	0	2849	0	2844	0	3375	0	3081	0	3025	0	3477
lobenzarit	0	4465	0	3526	0	4578	0	4193	0	3121	0	4247	0	2853	0.133333333	1515	0.066666667	2028	0	3085	0.266666667	465	0.133333334	1330
lodoxamide	0	4466	0	3527	0	4579	0	4194	0	3122	0	4248	0	2854			0	3377			0	3028	0	4795
lofexidine	0	4467	0	3529	0	4580	0.365714286	1155	0	3123	0.182857143	2161							0	3087	0	3030	0	3481
lomefloxacin	0	4468	0	3530	0	4581	0	4196	0	3124	0	4250			0	2846	0	4518	0	3088	0	3031	0	3482
lometrexol	0	4469	0	3531	0	4582	0	4197	0	3125	0	4251	0	2857	0	2847	0	3378			0	3032	0	4796
lomustine	0	4470			0	4583	0	4199			0	4253	0.146666667	973			0.073333334	1989	0	3089			0	3483
lopivir	0	4471	0	3534	0	4584							0	2859			0	3379	0	3091	0	3034	0	3485
loracarbef	0	4472			0	4585	0	4200	0	3127	0	4254	0	2860			0	3380	0	3092			0	3486
lotamilast	0	4473	0.25	934	0.125	2735	0	4202	0	3135	0	4256	0	2867	0.266666667	1346	0.133333334	1542	0	3099	0	3040	0	3491
lsz-102	0	4474	0	3541	0	4586	0	4203			0	4257	0	2874			0	3392						
ltb4	0	4475	0	3542	0	4587	0.4	835	0	3141	0.2	1892	0	2875	0	2861	0	3393	0	3103	0	3047	0	3495
lucanthone	0	4476	0	3546	0	4588															0.053333333	1282	0.026666667	2196
lufenuron	0	4477			0	4589																		
lusaperidone	0	4478	0	3550	0	4590	0.368	1114	0	3146	0.184	2123	0	2885			0	3398	0	3108			0	3496
lutein	0	4479	0	3551	0	4591	0	4206	0	3147	0	4259									0	3052	0	4797
luzindole	0	4480	0	3552	0	4592	0.4	836	0	3148	0.2	1893	0	2886	0	2865	0	3399	0	3109	0	3053	0	3497
lxs196	0	4481			0	4593	0	4209			0	4262	0	2889			0	3402						
ly2183240	0	4482	0.17	1437	0.085	3080	0	4212			0	4265	0	2892			0	3403	0	3115	0	3060	0	3502
ly223982	0	4483	0	3557	0	4594	0.4	837	0	3153	0.2	1894	0	2893	0	2870	0	3404	0	3117	0	3061	0	3503
ly2334737	0	4484			0	4595							0	2895			0	3406			0	3063	0	4798
ly2452473	0	4485	0	3560	0	4596	0.332108108	1623	0	3155	0.166054054	2484	0	2896	0	2872	0	3407	0	3119	0	3065	0	3505
ly255283	0	4486	0	3561	0	4597	0.4	839	0	3156	0.2	1896	0	2897	0	2873	0	3408	0	3120	0	3066	0	3506
ly2603618	0	4487	0	3562	0	4598	0	4213	0	3158	0	4266	0.246153846	709	0	2875	0.123076923	1708	0	3122	0	3068	0	3508
ly2606368	0	4488	0	3563	0	4599	0	4214	0	3159	0	4267	0.246153846	710	0	2876	0.123076923	1709	0	3123	0	3069	0	3509
ly2784544	0	4489	0	3565	0	4600	0.332108108	1624	0	3160	0.166054054	2485	0.246153846	711	0	2878	0.123076923	1710	0	3125	0.186666667	940	0.093333334	1799
ly2811376	0	4490	0.46	158	0.23	1386	0	4215	0	3163	0	4268	0	2901	0	2880	0	3411	0	3127	0	3074	0	3512
ly2886721	0	4491	0.46	159	0.23	1387	0	4217	0	3166	0	4270	0	2904	0	2883	0	3414	0	3131	0	3078	0	3516
ly3000328	0	4492	0	3571	0	4601	0	4218			0	4271	0	2906			0	3415	0	3133	0.186666667	941	0.093333334	1800
ly303511	0	4493	0	3572	0	4602	0	4219			0	4272	0.19	844			0.095	1890	0	3134	0	3081	0	3518
ly3295668	0	4494			0	4603																		
ly334370	0	4495	0	3573	0	4604			0.2	1438	0.1	3232	0	2909			0	3417	0	3136			0	3520
lymecycline	0	4496	0	3576	0	4605	0	4221			0	4274												
lynestrenol	0	4497	0	3577	0	4606	0	4222			0	4275												
m-25	0	4498	0	3580	0	4607	0	4223	0	3173	0	4276	0	2917	0	2890	0	3421	0	3141	0	3090	0	3525
macelign	0	4499	0	3585	0	4608	0	4226	0	3175	0	4279									0	3094	0	4800
macitentan-n-butyl-alogue	0	4500			0	4609																		
malotilate	0	4501	0	3589	0	4610	0.022741936	3345			0.011370968	3449							0	3150			0	3533
maltobionic-acid	0	4502	0	3590	0	4611																		
mangafodipir	0	4503			0	4612																		
mannitol-d	0	4504	0	3591	0	4613	0.100571429	3290	0	3179	0.050285715	3343									0	3101	0	4802
maraviroc	0	4505	0	3592	0	4614	0	4228	0	3180	0	4281	0.261538462	411	0	2896	0.130769231	1571	0	3151	0	3103	0	3534
marbofloxacin	0	4506			0	4615	0	4229			0	4282							0	3152	0	3104	0	3535
maribavir	0	4507	0	3593	0	4616	0	4230	0.2	1441	0.1	3223	0	2926	0.2	1430	0.1	1843	0	3153	0	3105	0	3536
maropitant	0	4508	0	3594	0	4617	0.4	846	0	3182	0.2	1903	0	2927	0	2898	0	3428	0	3155	0	3106	0	3537
matrine	0	4509	0	3595	0	4618	0.4	847	0	3185	0.2	1904	0	2930	0	2901	0	3431	0	3157	0	3108	0	3538
mcc950	0	4510	0	3598	0	4619	0	4232	0	3187	0	4284	0	2934	0	2903	0	3432	0	3160	0	3112	0	3540
mcn-5652-(+/-)	0	4511			0	4620	0.121904762	3253			0.060952381	3309												
mcoppb	0	4512	0	3599	0	4621	0.4	849	0	3188	0.2	1905	0	2935	0	2904	0	3433	0	3161	0	3113	0	3541
md-920	0	4513	0	3600	0	4622	0	4233	0	3189	0	4285												
mdms	0	4514			0	4623													0	3163			0	3543
me-0328	0	4515	0	3602	0	4624	0	4234			0	4286	0	2942			0	3435	0	3164	0.053333333	1283	0.026666667	2161
me0328	0	4516	0	3603	0	4625	0	4235			0	4287	0	2943			0	3436	0	3165	0.053333333	1284	0.026666667	2162
mebhydrolin	0	4517	0	3604	0	4626	0	4236			0	4288									0	3122	0	4803
mebicar	0	4518	0	3605	0	4627	0	4237			0	4289												
meclinertant	0	4519	0	3606	0	4628	0.4	850	0	3191	0.2	1906	0	2947	0	2907	0	3438	0	3168	0	3124	0	3546
meclizine	0	4520	0	3607	0	4629	0.332108108	1626	0	3192	0.166054054	2487	0	2948	0	2908	0	3439	0	3169	0	3125	0	3547
meclocycline-sulfosalicylate	0	4521	0	3608	0	4630	0	4238	0	3193	0	4290												
meclofenoxate	0	4522	0.085714286	1993	0.042857143	3407	0.042903226	3335	0.061538462	1572	0.052220844	3327			0	2910	0	4520			0.085714286	1163	0.042857143	2050
medronic-acid	0	4523			0	4631			0	3197	0	4998												
medroxyprogesterone	0	4524	0	3610	0	4632	0.332108108	1627	0	3198	0.166054054	2488	0	2952	0	2913	0	3443	0	3172	0	3128	0	3549
medroxyprogesterone-acetate	0	4525	0	3611	0	4633	0.332108108	1628	0	3199	0.166054054	2489	0	2953	0	2914	0	3444	0	3173	0	3129	0	3550
mefloquine	0	4526	0	3613	0	4634	0.044952381	3331	0.35	984	0.197476191	2077									0	3131	0	4804
megestrol-acetate	0	4527	0	3615	0	4635	0.366054054	1137	0	3202	0.183027027	2144	0	2956	0	2917	0	3447	0	3176	0	3132	0	3553
meglitinide	0	4528	0	3616	0	4636	0	4240	0	3203	0	4292	0	2957	0	2918	0	3448	0	3177	0.266666667	467	0.133333334	1331
meglumine	0	4529			0	4637																		
meldonium	0	4530	0	3618	0	4638																		
melengestrol-acetate	0	4531			0	4639																		
melphalan	0	4532	0	3619	0	4640							0	2961			0	3451	0	3181	0	3135	0	3555
melphalan-n-oxide	0	4533	0	3620	0	4641	0	4241	0	3207	0	4293	0	2962	0	2922	0	3452	0	3182	0	3136	0	3556
memantine	0	4534	0.085714286	1994	0.042857143	3408	0.042903226	3336	0.361538462	978	0.202220844	1657			0.4	564	0.2	1174			0.085714286	1164	0.042857143	2051
medione-bisulfite	0	4535	0	3622	0	4642																		
metetrenone	0	4536	0	3623	0	4643			0	3209	0	4999												
mepazine	0	4537	0.13	1771	0.065	3254	0	4242	0	3211	0	4294	0	2965	0	2925	0	3455	0	3184	0.186666667	944	0.093333334	1802
mepenzolate	0	4538	0	3624	0	4644	0.256761905	2768	0	3212	0.128380953	2975									0	3139	0	4805
mephenesin	0	4539			0	4645	0	4243			0	4295												
