drug.name	pathway
 cc-401	Spinocerebellar ataxia
 cgp-37849	Spinocerebellar ataxia
 cgp-53353	Spinocerebellar ataxia
 ch5132799	Spinocerebellar ataxia
 chloroprocaine	Spinocerebellar ataxia
 cholesterol	Spinocerebellar ataxia
 chrysophanic-acid	Spinocerebellar ataxia
 ciq	Spinocerebellar ataxia
 clodronic-acid	Spinocerebellar ataxia
 cnqx	Spinocerebellar ataxia
 co-101244	Spinocerebellar ataxia
 coenzyme-a	Spinocerebellar ataxia
 compound-401	Spinocerebellar ataxia
 copanlisib	Spinocerebellar ataxia
 cpccoet	Spinocerebellar ataxia
 cudc-907	Spinocerebellar ataxia
 cyclopiazonic-acid	Spinocerebellar ataxia
 cycloserine-(d)	Spinocerebellar ataxia
 cyclosporin-a	Spinocerebellar ataxia
 cyclothiazide	Spinocerebellar ataxia
 d-serine	Spinocerebellar ataxia
 dalfampridine	Spinocerebellar ataxia
 dantrolene	Spinocerebellar ataxia
 deforolimus	Spinocerebellar ataxia
 dehydroepiandrosterone	Spinocerebellar ataxia
 dextromethorphan	Spinocerebellar ataxia
 dihydroxyphenylglycine	Spinocerebellar ataxia
 disopyramide	Spinocerebellar ataxia
 ditolylguanidine	Spinocerebellar ataxia
 dizocilpine-(+)	Spinocerebellar ataxia
 dnqx	Spinocerebellar ataxia
 dqp-1105	Spinocerebellar ataxia
 duvelisib	Spinocerebellar ataxia
 eliprodil	Spinocerebellar ataxia
 ellagic-acid	Spinocerebellar ataxia
 enzastaurin	Spinocerebellar ataxia
 erastin	Spinocerebellar ataxia
 etp-45658	Spinocerebellar ataxia
 evans-blue	Spinocerebellar ataxia
 everolimus	Spinocerebellar ataxia
 felbamate	Spinocerebellar ataxia
 gabapentin	Spinocerebellar ataxia
 gallopamil	Spinocerebellar ataxia
 gavestinel	Spinocerebellar ataxia
 gdc-0068	Spinocerebellar ataxia
 gdc-0349	Spinocerebellar ataxia
 gdc-0941	Spinocerebellar ataxia
 gdc-0980	Spinocerebellar ataxia
 gentiopicrin	Spinocerebellar ataxia
 go-6983	Spinocerebellar ataxia
 gsk2110183	Spinocerebellar ataxia
 gsk2126458	Spinocerebellar ataxia
 gsk2636771	Spinocerebellar ataxia
 gsk690693	Spinocerebellar ataxia
 gyki-52466	Spinocerebellar ataxia
 ha-966-(r)-(+)	Spinocerebellar ataxia
 ha-966-(s)-(-)	Spinocerebellar ataxia
 haloperidol	Spinocerebellar ataxia
 hexamethylenebisacetamide	Spinocerebellar ataxia
 homoquinolinic-acid	Spinocerebellar ataxia
 ibotenic-acid	Spinocerebellar ataxia
 idelalisib	Spinocerebellar ataxia
 idra-21	Spinocerebellar ataxia
 iem1460	Spinocerebellar ataxia
 iem1754	Spinocerebellar ataxia
 ifenprodil	Spinocerebellar ataxia
 imipramine	Spinocerebellar ataxia
 ingenol-mebutate	Spinocerebellar ataxia
 jnj-16259685	Spinocerebellar ataxia
 kainic-acid	Spinocerebellar ataxia
 kb-r7943	Spinocerebellar ataxia
 kn-62	Spinocerebellar ataxia
 ku-0063794	Spinocerebellar ataxia
 kynurenic-acid	Spinocerebellar ataxia
 l-689560	Spinocerebellar ataxia
 l-701252	Spinocerebellar ataxia
 l-701324	Spinocerebellar ataxia
 l-aspartic-acid	Spinocerebellar ataxia
 l-cysteinesulfinic-acid	Spinocerebellar ataxia
 l-glutamic-acid	Spinocerebellar ataxia
 l-proline	Spinocerebellar ataxia
 l-quisqualic-acid	Spinocerebellar ataxia
 loperamide	Spinocerebellar ataxia
 ly215490	Spinocerebellar ataxia
 ly294002	Spinocerebellar ataxia
 ly3023414	Spinocerebellar ataxia
 ly404187	Spinocerebellar ataxia
 ly456236	Spinocerebellar ataxia
 m-3m3fbs	Spinocerebellar ataxia
 metharbital	Spinocerebellar ataxia
 methoxyflurane	Spinocerebellar ataxia
 mg-132	Spinocerebellar ataxia
 mibampator	Spinocerebellar ataxia
 midafotel	Spinocerebellar ataxia
 midostaurin	Spinocerebellar ataxia
 mk-2206	Spinocerebellar ataxia
 mln0128	Spinocerebellar ataxia
 mln1117	Spinocerebellar ataxia
 mpep	Spinocerebellar ataxia
 myricitrin	Spinocerebellar ataxia
 nbqx	Spinocerebellar ataxia
 nmda	Spinocerebellar ataxia
 ns-5806	Spinocerebellar ataxia
 nvp-bez235	Spinocerebellar ataxia
 osi-027	Spinocerebellar ataxia
 palomid-529	Spinocerebellar ataxia
 pd-98059	Spinocerebellar ataxia
 perifosine	Spinocerebellar ataxia
 perzinfotel	Spinocerebellar ataxia
 pf-04691502	Spinocerebellar ataxia
 pf-05212384	Spinocerebellar ataxia
 pgl5001	Spinocerebellar ataxia
 phccc	Spinocerebellar ataxia
 pht-427	Spinocerebellar ataxia
 pi-103	Spinocerebellar ataxia
 pik-293	Spinocerebellar ataxia
 pik-294	Spinocerebellar ataxia
 pik-75	Spinocerebellar ataxia
 pik-93	Spinocerebellar ataxia
 piracetam	Spinocerebellar ataxia
 pki-179	Spinocerebellar ataxia
 pp-121	Spinocerebellar ataxia
 pp242	Spinocerebellar ataxia
 primidone	Spinocerebellar ataxia
 procaine	Spinocerebellar ataxia
 pyrazolanthrone	Spinocerebellar ataxia
 remacemide	Spinocerebellar ataxia
 rgb-286638	Spinocerebellar ataxia
 ro-04-5595	Spinocerebellar ataxia
 ro-25-6981	Spinocerebellar ataxia
 ro-67-7476	Spinocerebellar ataxia
 s18986	Spinocerebellar ataxia
 sar-245409	Spinocerebellar ataxia
 sar405	Spinocerebellar ataxia
 sb-202190	Spinocerebellar ataxia
 sb-203580	Spinocerebellar ataxia
 sb-2343	Spinocerebellar ataxia
 sb-747651a	Spinocerebellar ataxia
 sc-10	Spinocerebellar ataxia
 sc-9	Spinocerebellar ataxia
 sdz-220-040	Spinocerebellar ataxia
 sdz-220-581	Spinocerebellar ataxia
 selfotel	Spinocerebellar ataxia
 sevoflurane	Spinocerebellar ataxia
 sirolimus	Spinocerebellar ataxia
 skf-96365	Spinocerebellar ataxia
 sotrastaurin	Spinocerebellar ataxia
 spermine	Spinocerebellar ataxia
 spironolactone	Spinocerebellar ataxia
 sr-1078	Spinocerebellar ataxia
 sr-3306	Spinocerebellar ataxia
 sr-3576	Spinocerebellar ataxia
 stf-083010	Spinocerebellar ataxia
 su3327	Spinocerebellar ataxia
 suramin	Spinocerebellar ataxia
 sym-2206	Spinocerebellar ataxia
 talampanel	Spinocerebellar ataxia
 tamoxifen	Spinocerebellar ataxia
 taselisib	Spinocerebellar ataxia
 tboa-(dl)	Spinocerebellar ataxia
 tc-ask-10	Spinocerebellar ataxia
 tcn201	Spinocerebellar ataxia
 temsirolimus	Spinocerebellar ataxia
 tetrazol-5-yl-glycine-(rs)	Spinocerebellar ataxia
 tg100-115	Spinocerebellar ataxia
 tgx-221	Spinocerebellar ataxia
 tic10	Spinocerebellar ataxia
 topiramate	Spinocerebellar ataxia
 torin-1	Spinocerebellar ataxia
 torin-2	Spinocerebellar ataxia
 toyocamycin	Spinocerebellar ataxia
 traxoprodil	Spinocerebellar ataxia
 triciribine	Spinocerebellar ataxia
 u-0126	Spinocerebellar ataxia
 uprosertib	Spinocerebellar ataxia
 ve-822	Spinocerebellar ataxia
 verapamil	Spinocerebellar ataxia
 vitamin-e	Spinocerebellar ataxia
 voxtalisib	Spinocerebellar ataxia
 way-600	Spinocerebellar ataxia
 wortmannin	Spinocerebellar ataxia
 wye-125132	Spinocerebellar ataxia
 wye-354	Spinocerebellar ataxia
 wye-687	Spinocerebellar ataxia
 xl147	Spinocerebellar ataxia
 xl388	Spinocerebellar ataxia
 ym-298198-desmethyl	Spinocerebellar ataxia
 ym-298198	Spinocerebellar ataxia
 ym-58483	Spinocerebellar ataxia
 zstk-474	Spinocerebellar ataxia
bicyclol	Spliceosome
 citric-acid	Spliceosome
 elesclomol	Spliceosome
 gentamycin	Spliceosome
 l-proline	Spliceosome
 pifithrin-mu	Spliceosome
 uridine	Spliceosome
 ver-155008	Spliceosome
a205804	Staphylococcus aureus infection
 abt-491	Staphylococcus aureus infection
 aceneuramic-acid	Staphylococcus aureus infection
 aminocaproic-acid	Staphylococcus aureus infection
 apafant	Staphylococcus aureus infection
 baicalein	Staphylococcus aureus infection
 bcx-1470	Staphylococcus aureus infection
 birt-377	Staphylococcus aureus infection
 bms-587101	Staphylococcus aureus infection
 bms-688521	Staphylococcus aureus infection
 cyclosporin-a	Staphylococcus aureus infection
 deoxycholic-acid	Staphylococcus aureus infection
 foropafant	Staphylococcus aureus infection
 gallic-acid	Staphylococcus aureus infection
 griseofulvin	Staphylococcus aureus infection
 hexylene-glycol	Staphylococcus aureus infection
 hyaluronic-acid	Staphylococcus aureus infection
 jte-607	Staphylococcus aureus infection
 kf-38789	Staphylococcus aureus infection
 lovastatin	Staphylococcus aureus infection
 methyl-aminolevulinate	Staphylococcus aureus infection
 nafamostat	Staphylococcus aureus infection
 ndt-9513727	Staphylococcus aureus infection
 nedocromil	Staphylococcus aureus infection
 pca-4248	Staphylococcus aureus infection
 polydatin	Staphylococcus aureus infection
 rebamipide	Staphylococcus aureus infection
 rupatadine	Staphylococcus aureus infection
 rwj-50271	Staphylococcus aureus infection
 simvastatin	Staphylococcus aureus infection
 sulfinpyrazone	Staphylococcus aureus infection
 tc-fpr-43	Staphylococcus aureus infection
 tranexamic-acid	Staphylococcus aureus infection
 w-54011	Staphylococcus aureus infection
3-bromopyruvate	Starch and sucrose metabolism
 acarbose	Starch and sucrose metabolism
 adaprev	Starch and sucrose metabolism
 adenosine-phosphate	Starch and sucrose metabolism
 alvocidib	Starch and sucrose metabolism
 amifostine	Starch and sucrose metabolism
 asiatic-acid	Starch and sucrose metabolism
 castanospermine	Starch and sucrose metabolism
 cp-316819	Starch and sucrose metabolism
 cp-91149	Starch and sucrose metabolism
 d-(+)-maltose	Starch and sucrose metabolism
 dexfosfoserine	Starch and sucrose metabolism
 gka-50	Starch and sucrose metabolism
 gnf-7	Starch and sucrose metabolism
 lonidamine	Starch and sucrose metabolism
 ly2608204	Starch and sucrose metabolism
 maribavir	Starch and sucrose metabolism
 mc-1	Starch and sucrose metabolism
 miglitol	Starch and sucrose metabolism
 nadide	Starch and sucrose metabolism
 nsc-4644	Starch and sucrose metabolism
 pf-04937319	Starch and sucrose metabolism
 pidolic-acid	Starch and sucrose metabolism
 polyinosine	Starch and sucrose metabolism
 ribavirin	Starch and sucrose metabolism
 ro-28-1675	Starch and sucrose metabolism
 scopolamine	Starch and sucrose metabolism
 sodium-monofluorophosphate	Starch and sucrose metabolism
 tagatose	Starch and sucrose metabolism
 tofogliflozin	Starch and sucrose metabolism
 uric-acid	Starch and sucrose metabolism
 ursolic-acid	Starch and sucrose metabolism
 voglibose	Starch and sucrose metabolism
alfacalcidol	Steroid biosynthesis
 butenafine	Steroid biosynthesis
 coenzyme-i	Steroid biosynthesis
 efinaconazole	Steroid biosynthesis
 ellagic-acid	Steroid biosynthesis
 erythromycin-estolate	Steroid biosynthesis
 erythromycin-ethylsuccinate	Steroid biosynthesis
 ezetimibe	Steroid biosynthesis
 fluconazole	Steroid biosynthesis
 hesperetin	Steroid biosynthesis
 morinidazole	Steroid biosynthesis
 ro-48-8071	Steroid biosynthesis
 sq-109	Steroid biosynthesis
 tamoxifen	Steroid biosynthesis
 taurocholate	Steroid biosynthesis
 terbinafine	Steroid biosynthesis
 ym-750	Steroid biosynthesis
2-methoxyestradiol	Steroid hormone biosynthesis
 4-methylgenistein	Steroid hormone biosynthesis
 abiraterone-acetate	Steroid hormone biosynthesis
 abiraterone	Steroid hormone biosynthesis
 acetyl-11-keto-beta-boswellic-acid	Steroid hormone biosynthesis
 adrenosterone	Steroid hormone biosynthesis
 alclometasone-dipropionate	Steroid hormone biosynthesis
 ambroxol	Steroid hormone biosynthesis
 aminoglutethimide	Steroid hormone biosynthesis
 ammonium-glycyrrhizinate	Steroid hormone biosynthesis
 anastrozole	Steroid hormone biosynthesis
 apigenin	Steroid hormone biosynthesis
 arbidol	Steroid hormone biosynthesis
 aspirin	Steroid hormone biosynthesis
 azelaic-acid	Steroid hormone biosynthesis
 benfluralin	Steroid hormone biosynthesis
 bimatoprost	Steroid hormone biosynthesis
 bms-536924	Steroid hormone biosynthesis
 brivanib	Steroid hormone biosynthesis
 bvt-2733	Steroid hormone biosynthesis
 c11-acetate	Steroid hormone biosynthesis
 carbenoxolone	Steroid hormone biosynthesis
 cefradine	Steroid hormone biosynthesis
 chenodeoxycholic-acid	Steroid hormone biosynthesis
 chrysin	Steroid hormone biosynthesis
 clarithromycin	Steroid hormone biosynthesis
 clotrimazole	Steroid hormone biosynthesis
 cobicistat	Steroid hormone biosynthesis
 coenzyme-i	Steroid hormone biosynthesis
 corosolic-acid	Steroid hormone biosynthesis
 corticosterone	Steroid hormone biosynthesis
 curcumin	Steroid hormone biosynthesis
 cyclizine	Steroid hormone biosynthesis
 cyclophosphamide	Steroid hormone biosynthesis
 dapivirine	Steroid hormone biosynthesis
 darunavir	Steroid hormone biosynthesis
 deferasirox	Steroid hormone biosynthesis
 deferiprone	Steroid hormone biosynthesis
 dehydroepiandrosterone	Steroid hormone biosynthesis
 delanzomib	Steroid hormone biosynthesis
 delavirdine	Steroid hormone biosynthesis
 diclofenac	Steroid hormone biosynthesis
 diosmetin	Steroid hormone biosynthesis
 dolutegravir	Steroid hormone biosynthesis
 dutasteride	Steroid hormone biosynthesis
 ebastine	Steroid hormone biosynthesis
 efavirenz	Steroid hormone biosynthesis
 enilconazole	Steroid hormone biosynthesis
 enoxolone	Steroid hormone biosynthesis
 entacapone	Steroid hormone biosynthesis
 epomediol	Steroid hormone biosynthesis
 equilin	Steroid hormone biosynthesis
 erythromycin-estolate	Steroid hormone biosynthesis
 erythromycin-ethylsuccinate	Steroid hormone biosynthesis
 etravirine	Steroid hormone biosynthesis
 exemestane	Steroid hormone biosynthesis
 fadrozole	Steroid hormone biosynthesis
 finasteride	Steroid hormone biosynthesis
 flufenamic-acid	Steroid hormone biosynthesis
 formestane	Steroid hormone biosynthesis
 galeterone	Steroid hormone biosynthesis
 gsk1070916	Steroid hormone biosynthesis
 hexestrol	Steroid hormone biosynthesis
 hexylene-glycol	Steroid hormone biosynthesis
 ifosfamide	Steroid hormone biosynthesis
 indinavir	Steroid hormone biosynthesis
 irosustat	Steroid hormone biosynthesis
 isavuconazole	Steroid hormone biosynthesis
 isoconazole	Steroid hormone biosynthesis
 isoniazid	Steroid hormone biosynthesis
 kaempferol	Steroid hormone biosynthesis
 letrozole	Steroid hormone biosynthesis
 liarozole	Steroid hormone biosynthesis
 methoxsalen	Steroid hormone biosynthesis
 metronidazole	Steroid hormone biosynthesis
 metyrapone	Steroid hormone biosynthesis
 mf-101	Steroid hormone biosynthesis
 mitotane	Steroid hormone biosynthesis
 ml3403	Steroid hormone biosynthesis
 nadide	Steroid hormone biosynthesis
 nafcillin	Steroid hormone biosynthesis
 naringenin	Steroid hormone biosynthesis
 nefazodone	Steroid hormone biosynthesis
 nelfinavir	Steroid hormone biosynthesis
 nevirapine	Steroid hormone biosynthesis
 nialamide	Steroid hormone biosynthesis
 nicotine	Steroid hormone biosynthesis
 niflumic-acid	Steroid hormone biosynthesis
 nitecapone	Steroid hormone biosynthesis
 norgestrel	Steroid hormone biosynthesis
 opicapone	Steroid hormone biosynthesis
 or-486	Steroid hormone biosynthesis
 orteronel	Steroid hormone biosynthesis
 palmatine-chloride	Steroid hormone biosynthesis
 pf-4981517	Steroid hormone biosynthesis
 pf-915275	Steroid hormone biosynthesis
 phenethyl-isothiocyanate	Steroid hormone biosynthesis
 phenolphthalein	Steroid hormone biosynthesis
 pinocembrin	Steroid hormone biosynthesis
 posaconazole	Steroid hormone biosynthesis
 prednisone	Steroid hormone biosynthesis
 pregnenolone-succinate	Steroid hormone biosynthesis
 pregnenolone	Steroid hormone biosynthesis
 progesterone	Steroid hormone biosynthesis
 pyrrolidine-dithiocarbamate	Steroid hormone biosynthesis
 rifapentine	Steroid hormone biosynthesis
 ritonavir	Steroid hormone biosynthesis
 rutin	Steroid hormone biosynthesis
 salicylic-acid	Steroid hormone biosynthesis
 saquinavir	Steroid hormone biosynthesis
 sb-203580	Steroid hormone biosynthesis
 simeprevir	Steroid hormone biosynthesis
 skf-96365	Steroid hormone biosynthesis
 spironolactone	Steroid hormone biosynthesis
 succinic-acid	Steroid hormone biosynthesis
 sulfanilamide	Steroid hormone biosynthesis
 telithromycin	Steroid hormone biosynthesis
 tenofovir-disoproxil	Steroid hormone biosynthesis
 thiotepa	Steroid hormone biosynthesis
 tofisopam	Steroid hormone biosynthesis
 tolcapone	Steroid hormone biosynthesis
 u-0521	Steroid hormone biosynthesis
 ursodiol	Steroid hormone biosynthesis
 ursolic-acid	Steroid hormone biosynthesis
 verapamil	Steroid hormone biosynthesis
 voriconazole	Steroid hormone biosynthesis
 vt-464	Steroid hormone biosynthesis
 ym-511	Steroid hormone biosynthesis
l-alanine	Sulfur relay system
 l-cysteine	Sulfur relay system
 mc-1	Sulfur relay system
3-alpha-bis-(4-fluorophenyl)-methoxytropane	Synaptic vesicle cycle
 agmatine	Synaptic vesicle cycle
 alaproclate	Synaptic vesicle cycle
 alendronate	Synaptic vesicle cycle
 allylestrenol	Synaptic vesicle cycle
 alx-5407	Synaptic vesicle cycle
 amiflamine	Synaptic vesicle cycle
 amineptine	Synaptic vesicle cycle
 amitifadine	Synaptic vesicle cycle
 amitriptyline	Synaptic vesicle cycle
 amoxapine	Synaptic vesicle cycle
 asp-2535	Synaptic vesicle cycle
 atomoxetine	Synaptic vesicle cycle
 azd4282	Synaptic vesicle cycle
 benztropine-mesylate	Synaptic vesicle cycle
 bitopertin	Synaptic vesicle cycle
 bts-54505	Synaptic vesicle cycle
 bupropion	Synaptic vesicle cycle
 chloroprocaine	Synaptic vesicle cycle
 ci-966	Synaptic vesicle cycle
 cilnidipine	Synaptic vesicle cycle
 citalopram	Synaptic vesicle cycle
 citicoline	Synaptic vesicle cycle
 clomipramine	Synaptic vesicle cycle
 cs-110266	Synaptic vesicle cycle
 dapoxetine	Synaptic vesicle cycle
 dcpib	Synaptic vesicle cycle
 debrisoquin	Synaptic vesicle cycle
 deserpidine	Synaptic vesicle cycle
 desipramine	Synaptic vesicle cycle
 desvenlafaxine	Synaptic vesicle cycle
 dextromethorphan	Synaptic vesicle cycle
 diphenylpyraline	Synaptic vesicle cycle
 dopamine	Synaptic vesicle cycle
 dosulepin	Synaptic vesicle cycle
 doxepin	Synaptic vesicle cycle
 duloxetine	Synaptic vesicle cycle
 dynasore	Synaptic vesicle cycle
 dynole-34-2	Synaptic vesicle cycle
 ephedrine-(racemic)	Synaptic vesicle cycle
 ephedrine	Synaptic vesicle cycle
 ergotamine	Synaptic vesicle cycle
 escitalopram	Synaptic vesicle cycle
 etidronic-acid	Synaptic vesicle cycle
 fluoxetine	Synaptic vesicle cycle
 fluvoxamine	Synaptic vesicle cycle
 gabapentin	Synaptic vesicle cycle
 gamma-aminobutyric-acid	Synaptic vesicle cycle
 gbr-12935	Synaptic vesicle cycle
 gbr-13069	Synaptic vesicle cycle
 guanethidine	Synaptic vesicle cycle
 guvacine	Synaptic vesicle cycle
 hesperidin	Synaptic vesicle cycle
 imipramine	Synaptic vesicle cycle
 indalpine	Synaptic vesicle cycle
 jhw-007	Synaptic vesicle cycle
 ketanserin	Synaptic vesicle cycle
 l-aspartic-acid	Synaptic vesicle cycle
 l-glutamic-acid	Synaptic vesicle cycle
 l-proline	Synaptic vesicle cycle
 levetiracetam	Synaptic vesicle cycle
 levonordefrin	Synaptic vesicle cycle
 lobeline	Synaptic vesicle cycle
 lofepramine	Synaptic vesicle cycle
 lomerizine	Synaptic vesicle cycle
 loperamide	Synaptic vesicle cycle
 loxapine	Synaptic vesicle cycle
 ly2365109	Synaptic vesicle cycle
 maprotiline	Synaptic vesicle cycle
 mdivi-1	Synaptic vesicle cycle
 milnacipran	Synaptic vesicle cycle
 minaprine	Synaptic vesicle cycle
 nefazodone	Synaptic vesicle cycle
 nisoxetine	Synaptic vesicle cycle
 nnc-05-2090	Synaptic vesicle cycle
 nnc-711	Synaptic vesicle cycle
 nomifensine	Synaptic vesicle cycle
 norepinephrine	Synaptic vesicle cycle
 nortriptyline	Synaptic vesicle cycle
 org-25543	Synaptic vesicle cycle
 paroxetine	Synaptic vesicle cycle
 pd-173212	Synaptic vesicle cycle
 phenelzine	Synaptic vesicle cycle
 priralfinamide	Synaptic vesicle cycle
 procaine	Synaptic vesicle cycle
 protriptyline	Synaptic vesicle cycle
 quetiapine	Synaptic vesicle cycle
 quipazine	Synaptic vesicle cycle
 radafaxine	Synaptic vesicle cycle
 reboxetine	Synaptic vesicle cycle
 reserpine	Synaptic vesicle cycle
 sarcosine	Synaptic vesicle cycle
 sertraline	Synaptic vesicle cycle
 skf-89976a	Synaptic vesicle cycle
 spironolactone	Synaptic vesicle cycle
 sym-2081	Synaptic vesicle cycle
 talopram	Synaptic vesicle cycle
 tboa-(dl)	Synaptic vesicle cycle
 tetrabenazine	Synaptic vesicle cycle
 tetrandrine	Synaptic vesicle cycle
 tiagabine	Synaptic vesicle cycle
 tiludronate	Synaptic vesicle cycle
 trazodone	Synaptic vesicle cycle
 trimipramine	Synaptic vesicle cycle
 vanoxerine	Synaptic vesicle cycle
 venlafaxine	Synaptic vesicle cycle
 verapamil	Synaptic vesicle cycle
 vesamicol	Synaptic vesicle cycle
 vigabatrin	Synaptic vesicle cycle
 vilazodone	Synaptic vesicle cycle
 viloxazine	Synaptic vesicle cycle
 vortioxetine	Synaptic vesicle cycle
 way-213613	Synaptic vesicle cycle
 zimelidine	Synaptic vesicle cycle
 ziprasidone	Synaptic vesicle cycle
 zotepine	Synaptic vesicle cycle
ci-976	Synthesis and degradation of ketone bodies
 coenzyme-a	Synthesis and degradation of ketone bodies
 coenzyme-i	Synthesis and degradation of ketone bodies
 l-cysteinesulfinic-acid	Synthesis and degradation of ketone bodies
 succinic-acid	Synthesis and degradation of ketone bodies
 sulfasalazine	Synthesis and degradation of ketone bodies
 thiomersal	Synthesis and degradation of ketone bodies
3-carboxy-4-hydroxyphenylglycine-(r)	Systemic lupus erythematosus
 3|3'-diindolylmethane	Systemic lupus erythematosus
 5|7-dichlorokynurenic-acid	Systemic lupus erythematosus
 7-chlorokynurenic-acid	Systemic lupus erythematosus
 acamprosate	Systemic lupus erythematosus
 acetylcysteine	Systemic lupus erythematosus
 aloxistatin	Systemic lupus erythematosus
 amantadine	Systemic lupus erythematosus
 amrinone	Systemic lupus erythematosus
 andrographolide	Systemic lupus erythematosus
 atomoxetine	Systemic lupus erythematosus
 azd4282	Systemic lupus erythematosus
 azd9668	Systemic lupus erythematosus
 baicalein	Systemic lupus erythematosus
 bergenin	Systemic lupus erythematosus
 cgp-37849	Systemic lupus erythematosus
 citric-acid	Systemic lupus erythematosus
 co-101244	Systemic lupus erythematosus
 cpi-1189	Systemic lupus erythematosus
 d-serine	Systemic lupus erythematosus
 dehydroepiandrosterone	Systemic lupus erythematosus
 delanzomib	Systemic lupus erythematosus
 ditolylguanidine	Systemic lupus erythematosus
 dizocilpine-(+)	Systemic lupus erythematosus
 dnqx	Systemic lupus erythematosus
 eliprodil	Systemic lupus erythematosus
 ephedrine-(racemic)	Systemic lupus erythematosus
 epigallocatechin-gallate-(-)	Systemic lupus erythematosus
 epinephrine	Systemic lupus erythematosus
 felbamate	Systemic lupus erythematosus
 freselestat	Systemic lupus erythematosus
 gabapentin	Systemic lupus erythematosus
 gavestinel	Systemic lupus erythematosus
 gentiopicrin	Systemic lupus erythematosus
 glycitein	Systemic lupus erythematosus
 gw-311616	Systemic lupus erythematosus
 haloperidol	Systemic lupus erythematosus
 homoquinolinic-acid	Systemic lupus erythematosus
 hypoestoxide	Systemic lupus erythematosus
 ifenprodil	Systemic lupus erythematosus
 jte-607	Systemic lupus erythematosus
 kynurenic-acid	Systemic lupus erythematosus
 l-689560	Systemic lupus erythematosus
 l-701324	Systemic lupus erythematosus
 l-aspartic-acid	Systemic lupus erythematosus
 l-glutamic-acid	Systemic lupus erythematosus
 lenalidomide	Systemic lupus erythematosus
 ligustilide	Systemic lupus erythematosus
 methyl-aminolevulinate	Systemic lupus erythematosus
 midafotel	Systemic lupus erythematosus
 nafamostat	Systemic lupus erythematosus
 nbqx	Systemic lupus erythematosus
 nmda	Systemic lupus erythematosus
 olsalazine	Systemic lupus erythematosus
 pentoxifylline	Systemic lupus erythematosus
 perzinfotel	Systemic lupus erythematosus
 pirfenidone	Systemic lupus erythematosus
 pranlukast	Systemic lupus erythematosus
 ro-04-5595	Systemic lupus erythematosus
 ro-25-6981	Systemic lupus erythematosus
 sb-203580	Systemic lupus erythematosus
 selfotel	Systemic lupus erythematosus
 sivelestat	Systemic lupus erythematosus
 spermine	Systemic lupus erythematosus
 talmapimod	Systemic lupus erythematosus
 tanshinone-i	Systemic lupus erythematosus
 tanshinone-iia	Systemic lupus erythematosus
 tcn201	Systemic lupus erythematosus
 tetrazol-5-yl-glycine-(rs)	Systemic lupus erythematosus
 thalidomide	Systemic lupus erythematosus
 traxoprodil	Systemic lupus erythematosus
 trofinetide	Systemic lupus erythematosus
 vx-702	Systemic lupus erythematosus
1-azakenpaullone	T cell receptor signaling pathway
 3|3'-diindolylmethane	T cell receptor signaling pathway
 4|5|6|7-tetrabromobenzotriazole	T cell receptor signaling pathway
 7-hydroxystaurosporine	T cell receptor signaling pathway
 a-1070722	T cell receptor signaling pathway
 a-674563	T cell receptor signaling pathway
 a66	T cell receptor signaling pathway
 abemaciclib	T cell receptor signaling pathway
 acalisib	T cell receptor signaling pathway
 acetylcysteine	T cell receptor signaling pathway
 adenosine-triphosphate	T cell receptor signaling pathway
 afimoxifene	T cell receptor signaling pathway
 al-8697	T cell receptor signaling pathway
 alpelisib	T cell receptor signaling pathway
 alvocidib	T cell receptor signaling pathway
 amg-319	T cell receptor signaling pathway
 amg-548	T cell receptor signaling pathway
 amg-925	T cell receptor signaling pathway
 amg319	T cell receptor signaling pathway
 aminosalicylate	T cell receptor signaling pathway
 amrinone	T cell receptor signaling pathway
 andrographolide	T cell receptor signaling pathway
 antagonist-g	T cell receptor signaling pathway
 api-1	T cell receptor signaling pathway
 ar-12	T cell receptor signaling pathway
 ar-a014418	T cell receptor signaling pathway
 arctigenin	T cell receptor signaling pathway
 arcyriaflavin-a	T cell receptor signaling pathway
 arglabin	T cell receptor signaling pathway
 arq-092	T cell receptor signaling pathway
 arsenic-trioxide	T cell receptor signaling pathway
 as-604850	T cell receptor signaling pathway
 as-703026	T cell receptor signaling pathway
 aspirin	T cell receptor signaling pathway
 at-7519	T cell receptor signaling pathway
 at13148	T cell receptor signaling pathway
 at7867	T cell receptor signaling pathway
 auranofin	T cell receptor signaling pathway
 az-628	T cell receptor signaling pathway
 azd1080	T cell receptor signaling pathway
 azd2858	T cell receptor signaling pathway
 azd3264	T cell receptor signaling pathway
 azd5363	T cell receptor signaling pathway
 azd6482	T cell receptor signaling pathway
 azd8186	T cell receptor signaling pathway
 azd8835	T cell receptor signaling pathway
 baicalein	T cell receptor signaling pathway
 bay-11-7082	T cell receptor signaling pathway
 bay-11-7085	T cell receptor signaling pathway
 bergenin	T cell receptor signaling pathway
 bgt226	T cell receptor signaling pathway
 bi-78d3	T cell receptor signaling pathway
 bi-847325	T cell receptor signaling pathway
 binimetinib	T cell receptor signaling pathway
 bisindolylmaleimide-ix	T cell receptor signaling pathway
 bms-345541	T cell receptor signaling pathway
 bms-536924	T cell receptor signaling pathway
 bms-754807	T cell receptor signaling pathway
 bortezomib	T cell receptor signaling pathway
 bosutinib	T cell receptor signaling pathway
 buparlisib	T cell receptor signaling pathway
 bx-795	T cell receptor signaling pathway
 bx-912	T cell receptor signaling pathway
